Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,DOY,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,AQI_bucket_calculated,AQI_calculated_where,AQI_Cause,precip_accum_one_hour_set_1,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,Spokane St. Bridge Total,West,East
Seattle Beacon Hill,2016-05-30 10:00:00,0.1761,,,30.0,,5.4,65.0,0.6,59.0,,284.0,,,,2016-05-30,,161.20833333333334,,0.8797499999999999,210.71905238571907,0.0,0.0,22.500000000000004,0.0,9.99715909090909,0.8571428571428571,0.0,0.0,211.0,Poor,PM2.5MO_SubIndex,PM2.5,,205.0,126.0,79.0,78.0,38.0,40.0
Seattle Beacon Hill,2016-05-30 11:00:00,0.1653,,,30.0,,10.5,55.0,0.7,62.0,,296.0,,,,2016-05-30,,158.375,,0.8639375,207.88288288288288,0.0,0.0,43.75,0.0,9.817471590909092,1.0,0.0,0.0,208.0,Poor,PM2.5MO_SubIndex,PM2.5,,226.0,127.0,99.0,108.0,58.0,50.0
Seattle 10th & Weller,2016-05-30 11:00:00,0.518,18.62,,,,4.5,,,,63.0,293.0,,,6.3,2016-05-30,,155.54166666666666,,0.8239,205.0467133800467,0.0,0.0,18.75,0.0,9.362499999999999,0.0,17.566037735849058,0.0,205.0,Poor,PM2.5MO_SubIndex,PM2.5,,226.0,127.0,99.0,108.0,58.0,50.0
Seattle Beacon Hill,2016-05-30 12:00:00,0.15430000000000002,,,40.0,,20.2,46.0,0.5,64.0,,317.0,,,,2016-05-30,,151.75,,0.8162750000000001,201.25125125125126,0.0,0.0,67.38197424892704,0.0,9.275852272727274,0.7142857142857143,0.0,0.0,201.0,Poor,PM2.5MO_SubIndex,PM2.5,,278.0,155.0,123.0,125.0,67.0,58.0
Seattle 10th & Weller,2021-10-14 19:00:00,0.3247,15.8,,,4.0,,,,,54.0,179.0,,,7.5,2021-10-14,13.333333333333334,151.58333333333334,,1.5304000000000002,201.08441775108443,0.0,16.666666666666668,0.0,12.345679012345679,17.390909090909094,0.0,14.905660377358492,0.0,201.0,Poor,PM2.5MO_SubIndex,PM2.5,,96.0,36.0,60.0,38.0,33.0,5.0
Seattle 10th & Weller,2021-10-14 20:00:00,0.37260000000000004,13.2,,,5.0,,,,,54.0,188.0,,,8.1,2021-10-14,13.333333333333334,152.70833333333334,,1.5357750000000001,202.21054387721054,0.0,20.833333333333336,0.0,12.345679012345679,17.451988636363637,0.0,12.452830188679245,0.0,202.0,Poor,PM2.5MO_SubIndex,PM2.5,,50.0,18.0,32.0,16.0,13.0,3.0
Seattle Beacon Hill,2021-10-14 20:00:00,0.2025,,10.81,20.0,4.0,,95.0,0.4,,54.0,172.0,,,,2021-10-14,12.0,154.125,,1.5214125,203.62862862862863,0.0,16.666666666666668,0.0,11.11111111111111,17.28877840909091,0.5714285714285715,0.0,10.19811320754717,204.0,Poor,PM2.5MO_SubIndex,PM2.5,,50.0,18.0,32.0,16.0,13.0,3.0
Seattle 10th & Weller,2021-10-14 21:00:00,0.2884,11.3,,,6.0,,,,,54.0,194.0,,,8.5,2021-10-14,10.0,155.20833333333334,,1.4956625000000001,204.71304637971306,0.0,25.0,0.0,9.25925925925926,16.996164772727273,0.0,10.660377358490567,0.0,205.0,Poor,PM2.5MO_SubIndex,PM2.5,,42.0,16.0,26.0,3.0,3.0,0.0
Seattle Beacon Hill,2021-10-14 21:00:00,,,8.1,20.0,4.0,,94.0,0.3,,54.0,167.0,,,,2021-10-14,10.0,156.5,,1.4684375,206.006006006006,0.0,16.666666666666668,0.0,9.25925925925926,16.686789772727273,0.42857142857142855,0.0,7.641509433962264,206.0,Poor,PM2.5MO_SubIndex,PM2.5,,42.0,16.0,26.0,3.0,3.0,0.0
Seattle 10th & Weller,2021-10-14 22:00:00,0.24480000000000002,11.2,,,6.0,,,,,54.0,183.0,,,6.4,2021-10-14,,157.66666666666666,,1.4412625,207.17384050717382,0.0,25.0,0.0,0.0,16.377982954545452,0.0,10.566037735849056,0.0,207.0,Poor,PM2.5MO_SubIndex,PM2.5,,20.0,10.0,10.0,4.0,4.0,0.0
Seattle Beacon Hill,2021-10-14 22:00:00,0.1961,,12.06,20.0,2.0,,94.0,,,53.0,155.0,,,,2021-10-14,,159.29166666666666,,1.453925,208.80046713380045,0.0,8.333333333333334,0.0,0.0,16.521874999999998,0.0,0.0,11.377358490566039,209.0,Poor,PM2.5MO_SubIndex,PM2.5,,20.0,10.0,10.0,4.0,4.0,0.0
Seattle Beacon Hill,2021-10-14 23:00:00,0.19469999999999998,,9.73,20.0,5.0,,95.0,,,53.0,140.0,,,,2021-10-14,,161.41666666666666,,1.4890500000000002,210.92759426092758,0.0,20.833333333333336,0.0,0.0,16.921022727272728,0.0,0.0,9.179245283018869,211.0,Poor,PM2.5MO_SubIndex,PM2.5,,18.0,7.0,11.0,7.0,6.0,1.0
Seattle 10th & Weller,2021-10-14 23:00:00,0.32939999999999997,12.1,,,4.0,,,,,54.0,174.0,,,4.1,2021-10-14,,163.08333333333334,,1.5221125,212.59592926259594,0.0,16.666666666666668,0.0,0.0,17.296732954545455,0.0,11.415094339622641,0.0,213.0,Poor,PM2.5MO_SubIndex,PM2.5,,18.0,7.0,11.0,7.0,6.0,1.0
Seattle 10th & Weller,2021-10-15 00:00:00,0.229,8.1,,,4.0,,,,,53.0,122.0,,,3.0,2021-10-15,,164.91666666666666,,1.5146125000000001,214.4310977644311,0.0,16.666666666666668,0.0,0.0,17.21150568181818,0.0,7.641509433962264,0.0,214.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,7.0,3.0,4.0,3.0,3.0,0.0
Seattle Beacon Hill,2021-10-15 00:00:00,0.209,,9.28,20.0,10.0,,96.0,0.2,,53.0,127.0,,,,2021-10-15,,166.45833333333334,,1.52115,215.9743076409743,0.0,41.66666666666667,0.0,0.0,17.285795454545454,0.28571428571428575,0.0,8.754716981132075,216.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,7.0,3.0,4.0,3.0,3.0,0.0
Seattle 10th & Weller,2021-10-15 01:00:00,,,,,7.0,,,,,53.0,141.0,,,3.0,2021-10-15,,167.625,,1.5426875,217.14214214214215,0.0,29.166666666666668,0.0,0.0,17.530539772727273,0.0,0.0,0.0,217.0,Poor,PM2.5MO_SubIndex,PM2.5,0.35,2.0,1.0,1.0,4.0,3.0,1.0
Seattle Beacon Hill,2021-10-15 01:00:00,0.1936,,9.21,20.0,8.0,,95.0,0.3,,53.0,135.0,,,,2021-10-15,,168.91666666666666,,1.5818124999999998,218.4351017684351,0.0,33.333333333333336,0.0,0.0,17.975142045454543,0.42857142857142855,0.0,8.68867924528302,218.0,Poor,PM2.5MO_SubIndex,PM2.5,0.35,2.0,1.0,1.0,4.0,3.0,1.0
Seattle 10th & Weller,2021-10-15 02:00:00,0.26689999999999997,7.6,,,5.0,,,,,52.0,178.0,,,5.2,2021-10-15,,169.66666666666666,,1.6123750000000001,219.18585251918583,0.0,20.833333333333336,0.0,0.0,18.322443181818183,0.0,7.169811320754717,0.0,219.0,Poor,PM2.5MO_SubIndex,PM2.5,0.51,0.0,0.0,0.0,2.0,1.0,1.0
Seattle Beacon Hill,2021-10-15 02:00:00,0.1757,,8.35,20.0,5.0,,96.0,0.2,,52.0,146.0,,,,2021-10-15,,171.16666666666666,,1.62115,220.68735402068734,0.0,20.833333333333336,0.0,0.0,18.42215909090909,0.28571428571428575,0.0,7.877358490566038,221.0,Poor,PM2.5MO_SubIndex,PM2.5,0.51,0.0,0.0,0.0,2.0,1.0,1.0
Seattle 10th & Weller,2021-10-15 03:00:00,0.2434,9.3,,,2.0,,,,,53.0,155.0,,,4.4,2021-10-15,,172.54166666666666,,1.6080125,222.06373039706372,0.0,8.333333333333334,0.0,0.0,18.27286931818182,0.0,8.773584905660378,0.0,222.0,Poor,PM2.5MO_SubIndex,PM2.5,0.548571429,1.0,0.0,1.0,0.0,0.0,0.0
Seattle Beacon Hill,2021-10-15 03:00:00,0.1749,,,20.0,3.0,,98.0,0.3,,52.0,142.0,,,,2021-10-15,,173.91666666666666,,1.6033625,223.4401067734401,0.0,12.5,0.0,0.0,18.220028409090908,0.42857142857142855,0.0,0.0,223.0,Poor,PM2.5MO_SubIndex,PM2.5,0.548571429,1.0,0.0,1.0,0.0,0.0,0.0
Seattle Beacon Hill,2021-10-15 04:00:00,0.1956,,,20.0,2.0,,98.0,0.3,,53.0,146.0,,,,2021-10-15,,176.125,,1.6341125,225.65065065065065,0.0,8.333333333333334,0.0,0.0,18.569460227272728,0.42857142857142855,0.0,0.0,226.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,3.0,1.0,2.0,8.0,1.0,7.0
Seattle 10th & Weller,2021-10-15 04:00:00,0.3354,12.1,,,4.0,,,,,53.0,153.0,,,4.5,2021-10-15,27.5,177.20833333333334,,1.65505,226.73506840173508,0.0,16.666666666666668,0.0,25.462962962962962,18.80738636363636,0.0,11.415094339622641,0.0,227.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,3.0,1.0,2.0,8.0,1.0,7.0
Seattle 10th & Weller,2021-10-15 05:00:00,0.4135,21.6,,,5.0,,,,,54.0,182.0,,,6.7,2021-10-15,24.0,177.83333333333334,,1.6656125,227.3606940273607,0.0,20.833333333333336,0.0,22.22222222222222,18.92741477272727,0.0,20.37735849056604,0.0,227.0,Poor,PM2.5MO_SubIndex,PM2.5,,16.0,7.0,9.0,18.0,2.0,16.0
Seattle Beacon Hill,2021-10-15 05:00:00,0.2011,,15.02,10.0,5.0,,95.0,0.3,,53.0,151.0,,,,2021-10-15,24.0,178.08333333333334,,1.647725,227.61094427761094,0.0,20.833333333333336,0.0,22.22222222222222,18.72414772727273,0.42857142857142855,0.0,14.169811320754716,228.0,Poor,PM2.5MO_SubIndex,PM2.5,,16.0,7.0,9.0,18.0,2.0,16.0
Seattle Beacon Hill,2021-10-15 06:00:00,0.219,,14.57,20.0,5.0,,93.0,0.3,,53.0,144.0,,,,2021-10-15,22.5,177.875,,1.6429,227.4024024024024,0.0,20.833333333333336,0.0,20.833333333333332,18.66931818181818,0.42857142857142855,0.0,13.745283018867925,227.0,Poor,PM2.5MO_SubIndex,PM2.5,,44.0,19.0,25.0,43.0,3.0,40.0
Seattle 10th & Weller,2021-10-15 06:00:00,0.36769999999999997,19.5,,,3.0,,,,,54.0,163.0,,,4.7,2021-10-15,22.5,177.95833333333334,,1.6354374999999999,227.48581915248582,0.0,12.5,0.0,20.833333333333332,18.584517045454543,0.0,18.39622641509434,0.0,227.0,Poor,PM2.5MO_SubIndex,PM2.5,,44.0,19.0,25.0,43.0,3.0,40.0
Seattle 10th & Weller,2021-10-15 07:00:00,0.38139999999999996,19.7,,,4.0,,,,,55.0,164.0,,,4.8,2021-10-15,20.0,178.16666666666666,,1.6090625,227.69436102769436,0.0,16.666666666666668,0.0,18.51851851851852,18.284801136363637,0.0,18.58490566037736,0.0,228.0,Poor,PM2.5MO_SubIndex,PM2.5,,118.0,59.0,59.0,83.0,9.0,74.0
Seattle Beacon Hill,2021-10-15 07:00:00,0.2435,,19.74,10.0,2.0,,91.0,0.4,,54.0,140.0,,,,2021-10-15,20.0,178.79166666666666,,1.576975,228.31998665331997,0.0,8.333333333333334,0.0,18.51851851851852,17.920170454545453,0.5714285714285715,0.0,18.62264150943396,228.0,Poor,PM2.5MO_SubIndex,PM2.5,,118.0,59.0,59.0,83.0,9.0,74.0
Seattle Beacon Hill,2021-10-15 08:00:00,0.2509,,21.24,10.0,3.0,,88.0,0.5,,55.0,152.0,,,,2021-10-15,15.0,179.16666666666666,,1.5428,228.69536202869534,0.0,12.5,0.0,13.88888888888889,17.53181818181818,0.7142857142857143,0.0,20.037735849056602,229.0,Poor,PM2.5MO_SubIndex,PM2.5,,179.0,67.0,112.0,69.0,7.0,62.0
Seattle 10th & Weller,2021-10-15 08:00:00,0.4096,23.6,,,8.0,,,,,55.0,173.0,,,6.3,2021-10-15,11.666666666666666,179.29166666666666,,1.51375,228.82048715382047,0.0,33.333333333333336,0.0,10.802469135802468,17.201704545454543,0.0,22.264150943396228,0.0,229.0,Poor,PM2.5MO_SubIndex,PM2.5,,179.0,67.0,112.0,69.0,7.0,62.0
Seattle Beacon Hill,2021-10-15 09:00:00,0.2304,,16.91,20.0,5.0,,85.0,0.5,,55.0,168.0,,,,2021-10-15,11.666666666666666,180.16666666666666,,1.4960375000000001,229.69636302969636,0.0,20.833333333333336,0.0,10.802469135802468,17.000426136363636,0.7142857142857143,0.0,15.952830188679245,230.0,Poor,PM2.5MO_SubIndex,PM2.5,,111.0,36.0,75.0,30.0,7.0,23.0
Seattle 10th & Weller,2021-10-15 09:00:00,0.42960000000000004,24.2,,,6.0,,,,,56.0,183.0,,,7.2,2021-10-15,12.0,181.0,,1.498025,230.53053053053054,0.0,25.0,0.0,11.11111111111111,17.023011363636364,0.0,22.830188679245282,0.0,231.0,Poor,PM2.5MO_SubIndex,PM2.5,,111.0,36.0,75.0,30.0,7.0,23.0
Seattle 10th & Weller,2021-10-15 10:00:00,0.4945,26.5,,,6.0,,,,,57.0,193.0,,,7.7,2021-10-15,11.666666666666666,182.33333333333334,,1.5173125,231.8651985318652,0.0,25.0,0.0,10.802469135802468,17.2421875,0.0,25.0,0.0,232.0,Poor,PM2.5MO_SubIndex,PM2.5,0.213333333,77.0,36.0,41.0,22.0,6.0,16.0
Seattle Beacon Hill,2021-10-15 10:00:00,0.2317,,17.59,20.0,4.0,,82.0,0.5,,56.0,164.0,,,,2021-10-15,11.428571428571429,183.58333333333334,,1.5445000000000002,233.11644978311645,0.0,16.666666666666668,0.0,10.582010582010582,17.551136363636367,0.7142857142857143,0.0,16.59433962264151,233.0,Poor,PM2.5MO_SubIndex,PM2.5,0.213333333,77.0,36.0,41.0,22.0,6.0,16.0
Seattle 10th & Weller,2021-10-15 11:00:00,0.5142,24.8,,,9.0,,,,,58.0,192.0,,,7.1,2021-10-15,11.666666666666666,184.0,,1.5789499999999999,233.53353353353353,0.0,37.5,0.0,10.802469135802468,17.942613636363635,0.0,23.39622641509434,0.0,234.0,Poor,PM2.5MO_SubIndex,PM2.5,0.51,98.0,39.0,59.0,29.0,13.0,16.0
Seattle Beacon Hill,2021-10-15 11:00:00,0.2313,,16.87,20.0,2.0,,80.0,0.5,,57.0,166.0,,,,2021-10-15,10.0,184.375,,1.6067500000000001,233.9089089089089,0.0,8.333333333333334,0.0,9.25925925925926,18.258522727272727,0.7142857142857143,0.0,15.915094339622643,234.0,Poor,PM2.5MO_SubIndex,PM2.5,0.51,98.0,39.0,59.0,29.0,13.0,16.0
Seattle Beacon Hill,2021-10-15 12:00:00,0.164,,6.39,30.0,2.0,,76.0,0.3,,58.0,176.0,,,,2021-10-15,10.0,185.0,,1.6382375,234.53453453453454,0.0,8.333333333333334,0.0,9.25925925925926,18.616335227272728,0.42857142857142855,0.0,6.028301886792453,235.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,71.0,31.0,40.0,13.0,5.0,8.0
Seattle 10th & Weller,2021-10-15 12:00:00,0.6222000000000001,20.6,,,9.0,,,,,59.0,194.0,,,6.6,2021-10-15,10.0,185.125,,1.6706874999999999,234.65965965965967,0.0,37.5,0.0,9.25925925925926,18.985085227272727,0.0,19.433962264150946,0.0,235.0,Poor,PM2.5MO_SubIndex,PM2.5,0.03,71.0,31.0,40.0,13.0,5.0,8.0
Seattle 10th & Weller,2021-10-15 13:00:00,0.5105,20.9,,,8.0,,,,,61.0,195.0,,,8.7,2021-10-15,10.0,185.58333333333334,,1.7012625,235.11845178511845,0.0,33.333333333333336,0.0,9.25925925925926,19.33252840909091,0.0,19.71698113207547,0.0,235.0,Poor,PM2.5MO_SubIndex,PM2.5,,92.0,49.0,43.0,33.0,17.0,16.0
Seattle Beacon Hill,2021-10-15 13:00:00,0.14759999999999998,,3.93,40.0,4.0,,68.0,0.2,,60.0,188.0,,,,2021-10-15,10.0,185.25,,1.705375,234.7847847847848,0.0,16.666666666666668,0.0,9.25925925925926,19.379261363636363,0.28571428571428575,0.0,3.707547169811321,235.0,Poor,PM2.5MO_SubIndex,PM2.5,,92.0,49.0,43.0,33.0,17.0,16.0
Seattle Beacon Hill,2021-10-15 14:00:00,0.1694,,4.62,40.0,3.0,,67.0,0.3,,60.0,187.0,,,,2021-10-15,11.666666666666666,185.20833333333334,,1.6914250000000002,234.74307640974308,0.0,12.5,0.0,10.802469135802468,19.220738636363638,0.42857142857142855,0.0,4.358490566037736,235.0,Poor,PM2.5MO_SubIndex,PM2.5,,101.0,32.0,69.0,39.0,27.0,12.0
Seattle 10th & Weller,2021-10-15 14:00:00,0.4745,22.0,,,7.0,,,,,61.0,196.0,,,8.3,2021-10-15,15.0,183.58333333333334,,1.641175,233.11644978311645,0.0,29.166666666666668,0.0,13.88888888888889,18.649715909090908,0.0,20.754716981132077,0.0,233.0,Poor,PM2.5MO_SubIndex,PM2.5,,101.0,32.0,69.0,39.0,27.0,12.0
Seattle 10th & Weller,2021-10-15 15:00:00,0.4834,23.0,,,8.0,,,,,61.0,198.0,,,7.7,2021-10-15,17.142857142857142,183.25,,1.63215,232.7827827827828,0.0,33.333333333333336,0.0,15.873015873015873,18.54715909090909,0.0,21.69811320754717,0.0,233.0,Poor,PM2.5MO_SubIndex,PM2.5,,136.0,58.0,78.0,52.0,32.0,20.0
Seattle Beacon Hill,2021-10-15 15:00:00,0.1762,,5.91,30.0,2.0,,66.0,0.3,,60.0,180.0,,,,2021-10-15,21.25,183.41666666666666,,1.6473875,232.9496162829496,0.0,8.333333333333334,0.0,19.675925925925927,18.7203125,0.42857142857142855,0.0,5.5754716981132075,233.0,Poor,PM2.5MO_SubIndex,PM2.5,,136.0,58.0,78.0,52.0,32.0,20.0
Seattle 10th & Weller,2021-10-15 16:00:00,0.6209,27.8,,,6.0,,,,,61.0,194.0,,,5.8,2021-10-15,25.0,181.79166666666666,,1.6437625,231.322989656323,0.0,25.0,0.0,23.14814814814815,18.67911931818182,0.0,26.226415094339625,0.0,231.0,Poor,PM2.5MO_SubIndex,PM2.5,,220.0,71.0,149.0,86.0,67.0,19.0
Seattle Beacon Hill,2021-10-15 16:00:00,0.2195,,13.1,30.0,,,67.0,0.3,,60.0,177.0,,,,2021-10-15,28.75,180.45833333333334,,1.6251125,229.98832165498834,0.0,0.0,0.0,26.62037037037037,18.467187499999998,0.42857142857142855,0.0,12.358490566037736,230.0,Poor,PM2.5MO_SubIndex,PM2.5,,220.0,71.0,149.0,86.0,67.0,19.0
Seattle Beacon Hill,2021-10-15 17:00:00,0.18730000000000002,,9.49,30.0,3.0,,66.0,0.3,,59.0,172.0,,,,2021-10-15,31.25,178.66666666666666,,1.5945500000000001,228.19486152819485,0.0,12.5,0.0,28.935185185185187,18.119886363636365,0.42857142857142855,0.0,8.952830188679245,228.0,Poor,PM2.5MO_SubIndex,PM2.5,,253.0,96.0,157.0,103.0,76.0,27.0
Seattle 10th & Weller,2021-10-15 17:00:00,0.5817,25.1,,,7.0,,,,,60.0,189.0,,,5.4,2021-10-15,32.5,177.54166666666666,,1.588675,227.0687354020687,0.0,29.166666666666668,0.0,30.09259259259259,18.053125,0.0,23.67924528301887,0.0,227.0,Poor,PM2.5MO_SubIndex,PM2.5,,253.0,96.0,157.0,103.0,76.0,27.0
Seattle Beacon Hill,2021-10-15 18:00:00,0.18,,9.39,30.0,5.0,,66.0,0.3,,59.0,153.0,,,,2021-10-15,32.5,176.58333333333334,,1.5872374999999999,226.10944277610946,0.0,20.833333333333336,0.0,30.09259259259259,18.03678977272727,0.42857142857142855,0.0,8.858490566037737,226.0,Poor,PM2.5MO_SubIndex,PM2.5,,137.0,59.0,78.0,53.0,40.0,13.0
Seattle 10th & Weller,2021-10-15 18:00:00,0.5555,22.5,,,7.0,,,,,60.0,182.0,,,5.4,2021-10-15,32.5,175.16666666666666,,1.6214142857142857,224.69135802469134,0.0,29.166666666666668,0.0,30.09259259259259,18.425162337662336,0.0,21.22641509433962,0.0,225.0,Poor,PM2.5MO_SubIndex,PM2.5,,137.0,59.0,78.0,53.0,40.0,13.0
Seattle Beacon Hill,2021-10-15 19:00:00,0.2174,,14.88,30.0,7.0,,65.0,0.6,,60.0,149.0,,,,2021-10-15,32.5,173.66666666666666,,1.6202666666666665,223.18985652318983,0.0,29.166666666666668,0.0,30.09259259259259,18.41212121212121,0.8571428571428571,0.0,14.037735849056604,223.0,Poor,PM2.5MO_SubIndex,PM2.5,,70.0,20.0,50.0,22.0,20.0,2.0
Seattle 10th & Weller,2021-10-15 19:00:00,0.4358,14.4,,,6.0,,,,,60.0,175.0,,,6.3,2021-10-15,30.0,172.25,,1.58998,221.77177177177177,0.0,25.0,0.0,27.77777777777778,18.067954545454544,0.0,13.584905660377359,0.0,222.0,Poor,PM2.5MO_SubIndex,PM2.5,,70.0,20.0,50.0,22.0,20.0,2.0
Seattle 10th & Weller,2021-10-15 20:00:00,0.31110000000000004,11.9,,,22.0,,,,,58.0,119.0,,,4.0,2021-10-15,27.5,170.66666666666666,,1.56825,220.18685352018684,0.0,71.24463519313305,0.0,25.462962962962962,17.821022727272727,0.0,11.226415094339623,0.0,220.0,Poor,PM2.5MO_SubIndex,PM2.5,,38.0,13.0,25.0,6.0,4.0,2.0
Seattle Beacon Hill,2021-10-15 20:00:00,0.2862,,10.05,20.0,6.0,,73.0,0.4,,58.0,124.0,,,,2021-10-15,26.25,169.0,,1.4983499999999998,218.5185185185185,0.0,25.0,0.0,24.305555555555557,17.026704545454542,0.5714285714285715,0.0,9.481132075471699,219.0,Poor,PM2.5MO_SubIndex,PM2.5,,38.0,13.0,25.0,6.0,4.0,2.0
Seattle 10th & Weller,2021-10-15 21:00:00,0.5464,12.5,,,12.0,,,,,58.0,157.0,,,4.6,2021-10-15,26.25,166.70833333333334,,1.411,216.22455789122458,0.0,50.0,0.0,24.305555555555557,16.03409090909091,0.0,11.79245283018868,0.0,216.0,Poor,PM2.5MO_SubIndex,PM2.5,,35.0,13.0,22.0,12.0,9.0,3.0
Seattle Beacon Hill,2021-10-15 21:00:00,0.2439,,14.69,20.0,5.0,,71.0,0.4,,58.0,144.0,,,,2021-10-15,27.142857142857142,164.08333333333334,,1.3098,213.59693026359693,0.0,20.833333333333336,0.0,25.132275132275133,14.88409090909091,0.5714285714285715,0.0,13.858490566037736,214.0,Poor,PM2.5MO_SubIndex,PM2.5,,35.0,13.0,22.0,12.0,9.0,3.0
Seattle 10th & Weller,2021-10-15 22:00:00,0.4074,11.0,,,8.0,,,,,58.0,138.0,,,4.3,2021-10-15,28.571428571428573,160.875,,1.1957,210.38538538538538,0.0,33.333333333333336,0.0,26.455026455026456,13.587499999999999,0.0,10.377358490566039,0.0,210.0,Poor,PM2.5MO_SubIndex,PM2.5,,26.0,13.0,13.0,11.0,9.0,2.0
Seattle Beacon Hill,2021-10-15 22:00:00,0.2256,,12.29,20.0,8.0,,72.0,0.4,,58.0,142.0,,,,2021-10-15,28.571428571428573,157.33333333333334,,1.16908,206.8401735068402,0.0,33.333333333333336,0.0,26.455026455026456,13.284999999999998,0.5714285714285715,0.0,11.59433962264151,207.0,Poor,PM2.5MO_SubIndex,PM2.5,,26.0,13.0,13.0,11.0,9.0,2.0
Seattle 10th & Weller,2021-10-15 23:00:00,0.5548,14.8,,,10.0,,,,,57.0,178.0,,,3.5,2021-10-15,27.142857142857142,154.04166666666666,,1.1478666666666666,203.5452118785452,0.0,41.66666666666667,0.0,25.132275132275133,13.043939393939393,0.0,13.962264150943398,0.0,204.0,Poor,PM2.5MO_SubIndex,PM2.5,,23.0,15.0,8.0,7.0,6.0,1.0
Seattle Beacon Hill,2021-10-15 23:00:00,0.2275,,11.66,20.0,8.0,,76.0,0.4,,57.0,148.0,,,,2021-10-15,25.714285714285715,151.08333333333334,,1.131857142857143,200.58391725058394,0.0,33.333333333333336,0.0,23.80952380952381,12.862012987012987,0.5714285714285715,0.0,11.0,201.0,Poor,PM2.5MO_SubIndex,PM2.5,,23.0,15.0,8.0,7.0,6.0,1.0
